,text,author,created_at,bio,generator,location,hashtags
311,@BHOAK510 My wife is Cherokee and not offended...,Samiam2112,2013-09-11 15:10:59,"Fan of: OAKLAND RAIDERS!!! Raider Nation!!!, Ore Ducks, A's, Golfer, IT Professional, Photographer","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
312,I cannot speak 4 the Cherokee tribe but I am a quarter Cherokee and I was not offended by the joke made in hoh about us,EastDallasAlice,2013-07-05 00:12:25,"I love family, friends, pets, movies,dancing,music,guitars, reading,writing,travel,learning new skills, B.S. Psychology,Certified Vinyasa Yoga instructor","{'link': 'https://about.twitter.com/products/tweetdeck', 'name': 'TweetDeck'}",,[]
313,@trohman I am 1/16th Cherokee and I am not offended!lol! :),Trohmagic,2013-06-10 00:10:35,"Provehito in Altum
₪ ø lll·o.","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
314,"I'm Cherokee, and not offended by ""redskins"". Doesn't our gov have better things to do? #botc",HutchinsJoshD,2013-05-31 02:05:34,"Okie, husband, father, veteran, small business owner, wordsmith, author, inventor, connesiour of ice cream","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,['botc']
315,"Buddy just called up and said he's 1/16th Cherokee and he's not offended by the name ""redskins.""  Fuck outta here with your 1/16th",realblackmorris,2013-05-29 15:38:27,Outchea,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
316,"This idiot that calls in to the Herd.. ""uh, im 1/16th Cherokee and im not offended by the Redskins team name..."" 1/16th smh",camh206,2013-05-29 15:38:06,“I know I’m gon get got. But I’m gon get mine more than I get got doe” - Marshawn Lynch,"{'link': 'http://www.twitter.com', 'name': 'Twitter for Windows Phone'}",,[]
317,@NFLONFOX My Grandmother is a full blooded Cherokee Indian and I'm not offended by a football teams name! SMH! Foolishness! #redskins,ChrisTHEBLUEONE,2013-04-30 22:22:17,"Born in Kentucky, Educated in Florida,Living in Ohio! I get around ;)","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}","{'latitude': 39.80809467, 'longitude': -83.02346052}",['redskins']
318,"@Metalcakes as a person of Indian descent (Choctaw and Cherokee), Im not offended. As an apple eater, I am.",MrVinnieSays,2013-04-04 15:04:27,"amateur azimuth adjuster; blast beats, breaks, and bridges; intermittently irascible; 🚫45","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
319,"@JReidPost Amen, im eighth Cherokee. I will say this and leave it. The majority of Indians are not offended. People are bringing this",dmb4141,2013-02-11 15:27:17,,"{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
320,@cherokee_autumn @spreadbutter You are aware that LGBT people comprise 10-15% of the population and that double that are not offended?,pinngalten,2012-12-07 19:22:13,"Atheism, democracy, feminism and equality. Sometimes attempts to be funny. My universe is too big for your gods.

(INTJ)","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
321,"As a Cherokee, I would like to go on record and say I'm not offended and support Victoria Secret #nativeamerican http://t.co/EYAq0jTo",poppajeffy62,2012-11-14 23:09:10,"God first. Husband, Father, Razorbacks, Raiders & Braves and Sports Fan, Love to Fish & the Outdoors. And I believe Sarcasm is an under-appreciated form of Art.","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,['nativeamerican']
322,"As a Cherokee, I would like to go on record and say I'm not offended and support Victoria Secret #nativeamerican http://t.co/pZvyQjdY",poppajeffy62,2012-11-14 15:03:29,"God first. Husband, Father, Razorbacks, Raiders & Braves and Sports Fan, Love to Fish & the Outdoors. And I believe Sarcasm is an under-appreciated form of Art.","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,['nativeamerican']
323,MMMM some were offended at the Native American costume at VS show?  Our Editor is Cherokee and was not offended.,MarvelousMode,2012-11-12 17:49:33,"Modern Glamour Mode.
June 2018 Issue is out.","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
324,@theblaze I am a Cherokee indian. I am NOT offended by those terms and I do NOT consider it racist. Ugh.,JulieLvsPACKERS,2011-05-09 12:41:25,"Lying Dog-Faced, Pony Soldier. X-Phile for life. Supernatural addict. Trekkie.","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
325,"@NickBarnett I don't know. I am Cherokee, and hate the way my people were treated, but I am not offended by Native American mascots...",jeannathomas,2010-11-04 01:42:58,"I am awesome. Associate Director, NFL Team Brands @sbnation. @SBNationNFL alum. My email is hashtag I don’t care. Backup: jeanna.thomas@sbnation.com","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
326,@sammipunk Meh who cares? I am part Cherokee and still not offended,UrbanNativeGirl,2010-11-04 01:42:55,Storyteller ~ Editor ~ Writer. MBA #ProfessionalNomad #MediaIsMyMedicine,"{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
